"サンプル","時間","デコーダー","Ann Row","Ann Class","値",
"2431377","2.431 s","I2C","Bits","Data/address bit","0",
"2431380","2.431 s","I2C","Bits","Data/address bit","0",
"2431382","2.431 s","I2C","Bits","Data/address bit","0",
"2431385","2.431 s","I2C","Bits","Data/address bit","0",
"2431388","2.431 s","I2C","Address/data","ACK","ACK",
"2431392","2.431 s","I2C","Address/data","Stop condition","Stop",
"2447742","2.448 s","I2C","Address/data","Start condition","Start",
"2447745","2.448 s","I2C","Bits","Data/address bit","1",
"2447745","2.448 s","I2C","Address/data","Address write","Address write: 70",
"2447748","2.448 s","I2C","Bits","Data/address bit","1",
"2447750","2.448 s","I2C","Bits","Data/address bit","1",
"2447753","2.448 s","I2C","Bits","Data/address bit","0",
"2447756","2.448 s","I2C","Bits","Data/address bit","0",
"2447758","2.448 s","I2C","Bits","Data/address bit","0",
"2447761","2.448 s","I2C","Bits","Data/address bit","0",
"2447764","2.448 s","I2C","Bits","Data/address bit","0",
"2447764","2.448 s","I2C","Address/data","Address write","Write",
"2447766","2.448 s","I2C","Address/data","ACK","ACK",
"2447769","2.448 s","I2C","Address/data","Data write","Data write: 40",
"2447769","2.448 s","I2C","Bits","Data/address bit","0",
"2447772","2.448 s","I2C","Bits","Data/address bit","1",
"2447774","2.448 s","I2C","Bits","Data/address bit","0",
"2447777","2.448 s","I2C","Bits","Data/address bit","0",
"2447780","2.448 s","I2C","Bits","Data/address bit","0",
"2447782","2.448 s","I2C","Bits","Data/address bit","0",
"2447785","2.448 s","I2C","Bits","Data/address bit","0",
"2447788","2.448 s","I2C","Bits","Data/address bit","0",
"2447790","2.448 s","I2C","Address/data","ACK","ACK",
"2447794","2.448 s","I2C","Address/data","Stop condition","Stop",
"2447806","2.448 s","I2C","Address/data","Start condition","Start",
"2447809","2.448 s","I2C","Bits","Data/address bit","1",
"2447809","2.448 s","I2C","Address/data","Address read","Address read: 70",
"2447812","2.448 s","I2C","Bits","Data/address bit","1",
"2447815","2.448 s","I2C","Bits","Data/address bit","1",
"2447817","2.448 s","I2C","Bits","Data/address bit","0",
"2447820","2.448 s","I2C","Bits","Data/address bit","0",
"2447823","2.448 s","I2C","Bits","Data/address bit","0",
"2447825","2.448 s","I2C","Bits","Data/address bit","0",
"2447828","2.448 s","I2C","Bits","Data/address bit","1",
"2447828","2.448 s","I2C","Address/data","Address read","Read",
"2447831","2.448 s","I2C","Address/data","ACK","ACK",
"2447833","2.448 s","I2C","Address/data","Data read","Data read: 00",
"2447833","2.448 s","I2C","Bits","Data/address bit","0",
"2447836","2.448 s","I2C","Bits","Data/address bit","0",
"2447839","2.448 s","I2C","Bits","Data/address bit","0",
"2447841","2.448 s","I2C","Bits","Data/address bit","0",
"2447844","2.448 s","I2C","Bits","Data/address bit","0",
"2447847","2.448 s","I2C","Bits","Data/address bit","0",
"2447849","2.448 s","I2C","Bits","Data/address bit","0",
"2447852","2.448 s","I2C","Bits","Data/address bit","0",
"2447856","2.448 s","I2C","Address/data","ACK","ACK",
"2447858","2.448 s","I2C","Address/data","Data read","Data read: 00",
"2447858","2.448 s","I2C","Bits","Data/address bit","0",
"2447861","2.448 s","I2C","Bits","Data/address bit","0",
"2447864","2.448 s","I2C","Bits","Data/address bit","0",
"2447866","2.448 s","I2C","Bits","Data/address bit","0",
"2447869","2.448 s","I2C","Bits","Data/address bit","0",
"2447872","2.448 s","I2C","Bits","Data/address bit","0",
"2447875","2.448 s","I2C","Bits","Data/address bit","0",
"2447877","2.448 s","I2C","Bits","Data/address bit","0",
"2447881","2.448 s","I2C","Address/data","ACK","ACK",
"2447883","2.448 s","I2C","Address/data","Data read","Data read: 00",
"2447883","2.448 s","I2C","Bits","Data/address bit","0",
"2447886","2.448 s","I2C","Bits","Data/address bit","0",
"2447889","2.448 s","I2C","Bits","Data/address bit","0",
"2447891","2.448 s","I2C","Bits","Data/address bit","0",
"2447894","2.448 s","I2C","Bits","Data/address bit","0",
"2447897","2.448 s","I2C","Bits","Data/address bit","0",
"2447899","2.448 s","I2C","Bits","Data/address bit","0",
"2447902","2.448 s","I2C","Bits","Data/address bit","0",
"2447905","2.448 s","I2C","Address/data","ACK","ACK",
"2447908","2.448 s","I2C","Address/data","Data read","Data read: 00",
"2447908","2.448 s","I2C","Bits","Data/address bit","0",
"2447911","2.448 s","I2C","Bits","Data/address bit","0",
"2447913","2.448 s","I2C","Bits","Data/address bit","0",
"2447916","2.448 s","I2C","Bits","Data/address bit","0",
"2447919","2.448 s","I2C","Bits","Data/address bit","0",
"2447921","2.448 s","I2C","Bits","Data/address bit","0",
"2447924","2.448 s","I2C","Bits","Data/address bit","0",
"2447927","2.448 s","I2C","Bits","Data/address bit","0",
"2447930","2.448 s","I2C","Address/data","ACK","ACK",
"2447933","2.448 s","I2C","Address/data","Data read","Data read: 00",
"2447933","2.448 s","I2C","Bits","Data/address bit","0",
"2447935","2.448 s","I2C","Bits","Data/address bit","0",
"2447938","2.448 s","I2C","Bits","Data/address bit","0",
"2447941","2.448 s","I2C","Bits","Data/address bit","0",
"2447943","2.448 s","I2C","Bits","Data/address bit","0",
"2447946","2.448 s","I2C","Bits","Data/address bit","0",
"2447949","2.448 s","I2C","Bits","Data/address bit","0",
"2447952","2.448 s","I2C","Bits","Data/address bit","0",
"2447962","2.448 s","I2C","Address/data","ACK","ACK",
"2447965","2.448 s","I2C","Address/data","Data read","Data read: 00",
"2447965","2.448 s","I2C","Bits","Data/address bit","0",
"2447968","2.448 s","I2C","Bits","Data/address bit","0",
"2447970","2.448 s","I2C","Bits","Data/address bit","0",
"2447973","2.448 s","I2C","Bits","Data/address bit","0",
"2447976","2.448 s","I2C","Bits","Data/address bit","0",
"2447978","2.448 s","I2C","Bits","Data/address bit","0",
"2447981","2.448 s","I2C","Bits","Data/address bit","0",
"2447984","2.448 s","I2C","Bits","Data/address bit","0",
"2447986","2.448 s","I2C","Address/data","NACK","NACK",
"2447990","2.448 s","I2C","Address/data","Stop condition","Stop",
"2464355","2.464 s","I2C","Address/data","Start condition","Start",
"2464358","2.464 s","I2C","Bits","Data/address bit","1",
"2464358","2.464 s","I2C","Address/data","Address write","Address write: 70",
"2464360","2.464 s","I2C","Bits","Data/address bit","1",
"2464363","2.464 s","I2C","Bits","Data/address bit","1",
"2464366","2.464 s","I2C","Bits","Data/address bit","0",
"2464368","2.464 s","I2C","Bits","Data/address bit","0",
"2464371","2.464 s","I2C","Bits","Data/address bit","0",
"2464374","2.464 s","I2C","Bits","Data/address bit","0",
"2464377","2.464 s","I2C","Bits","Data/address bit","0",
"2464377","2.464 s","I2C","Address/data","Address write","Write",
"2464379","2.464 s","I2C","Address/data","ACK","ACK",
"2464382","2.464 s","I2C","Address/data","Data write","Data write: 40",
"2464382","2.464 s","I2C","Bits","Data/address bit","0",
"2464385","2.464 s","I2C","Bits","Data/address bit","1",
"2464387","2.464 s","I2C","Bits","Data/address bit","0",
"2464390","2.464 s","I2C","Bits","Data/address bit","0",
"2464393","2.464 s","I2C","Bits","Data/address bit","0",
"2464395","2.464 s","I2C","Bits","Data/address bit","0",
"2464398","2.464 s","I2C","Bits","Data/address bit","0",
"2464401","2.464 s","I2C","Bits","Data/address bit","0",
"2464403","2.464 s","I2C","Address/data","ACK","ACK",
"2464407","2.464 s","I2C","Address/data","Stop condition","Stop",
"2464419","2.464 s","I2C","Address/data","Start condition","Start",
"2464422","2.464 s","I2C","Bits","Data/address bit","1",
"2464422","2.464 s","I2C","Address/data","Address read","Address read: 70",
"2464425","2.464 s","I2C","Bits","Data/address bit","1",
"2464427","2.464 s","I2C","Bits","Data/address bit","1",
"2464430","2.464 s","I2C","Bits","Data/address bit","0",
"2464433","2.464 s","I2C","Bits","Data/address bit","0",
"2464435","2.464 s","I2C","Bits","Data/address bit","0",
"2464438","2.464 s","I2C","Bits","Data/address bit","0",
"2464441","2.464 s","I2C","Bits","Data/address bit","1",
"2464441","2.464 s","I2C","Address/data","Address read","Read",
"2464443","2.464 s","I2C","Address/data","ACK","ACK",
"2464446","2.464 s","I2C","Address/data","Data read","Data read: 00",
"2464446","2.464 s","I2C","Bits","Data/address bit","0",
"2464449","2.464 s","I2C","Bits","Data/address bit","0",
"2464451","2.464 s","I2C","Bits","Data/address bit","0",
"2464454","2.464 s","I2C","Bits","Data/address bit","0",
"2464457","2.464 s","I2C","Bits","Data/address bit","0",
"2464460","2.464 s","I2C","Bits","Data/address bit","0",
"2464462","2.464 s","I2C","Bits","Data/address bit","0",
"2464465","2.464 s","I2C","Bits","Data/address bit","0",
"2464468","2.464 s","I2C","Address/data","ACK","ACK",
"2464471","2.464 s","I2C","Address/data","Data read","Data read: 00",
"2464471","2.464 s","I2C","Bits","Data/address bit","0",
"2464474","2.464 s","I2C","Bits","Data/address bit","0",
"2464476","2.464 s","I2C","Bits","Data/address bit","0",
"2464479","2.464 s","I2C","Bits","Data/address bit","0",
"2464482","2.464 s","I2C","Bits","Data/address bit","0",
"2464484","2.464 s","I2C","Bits","Data/address bit","0",
"2464487","2.464 s","I2C","Bits","Data/address bit","0",
"2464490","2.464 s","I2C","Bits","Data/address bit","0",
"2464493","2.464 s","I2C","Address/data","ACK","ACK",
"2464496","2.464 s","I2C","Address/data","Data read","Data read: 00",
"2464496","2.464 s","I2C","Bits","Data/address bit","0",
"2464498","2.464 s","I2C","Bits","Data/address bit","0",
"2464501","2.465 s","I2C","Bits","Data/address bit","0",
"2464504","2.465 s","I2C","Bits","Data/address bit","0",
"2464507","2.465 s","I2C","Bits","Data/address bit","0",
"2464509","2.465 s","I2C","Bits","Data/address bit","0",
"2464512","2.465 s","I2C","Bits","Data/address bit","0",
"2464515","2.465 s","I2C","Bits","Data/address bit","0",
"2464518","2.465 s","I2C","Address/data","ACK","ACK",
"2464521","2.465 s","I2C","Address/data","Data read","Data read: 00",
"2464521","2.465 s","I2C","Bits","Data/address bit","0",
"2464523","2.465 s","I2C","Bits","Data/address bit","0",
"2464526","2.465 s","I2C","Bits","Data/address bit","0",
"2464529","2.465 s","I2C","Bits","Data/address bit","0",
"2464531","2.465 s","I2C","Bits","Data/address bit","0",
"2464534","2.465 s","I2C","Bits","Data/address bit","0",
"2464537","2.465 s","I2C","Bits","Data/address bit","0",
"2464539","2.465 s","I2C","Bits","Data/address bit","0",
"2464543","2.465 s","I2C","Address/data","ACK","ACK",
"2464546","2.465 s","I2C","Address/data","Data read","Data read: 00",
"2464546","2.465 s","I2C","Bits","Data/address bit","0",
"2464549","2.465 s","I2C","Bits","Data/address bit","0",
"2464551","2.465 s","I2C","Bits","Data/address bit","0",
"2464554","2.465 s","I2C","Bits","Data/address bit","0",
"2464557","2.465 s","I2C","Bits","Data/address bit","0",
"2464559","2.465 s","I2C","Bits","Data/address bit","0",
"2464562","2.465 s","I2C","Bits","Data/address bit","0",
"2464565","2.465 s","I2C","Bits","Data/address bit","0",
"2464575","2.465 s","I2C","Address/data","ACK","ACK",
"2464578","2.465 s","I2C","Address/data","Data read","Data read: 00",
"2464578","2.465 s","I2C","Bits","Data/address bit","0",
"2464580","2.465 s","I2C","Bits","Data/address bit","0",
"2464583","2.465 s","I2C","Bits","Data/address bit","0",
"2464586","2.465 s","I2C","Bits","Data/address bit","0",
"2464588","2.465 s","I2C","Bits","Data/address bit","0",
"2464591","2.465 s","I2C","Bits","Data/address bit","0",
"2464594","2.465 s","I2C","Bits","Data/address bit","0",
"2464596","2.465 s","I2C","Bits","Data/address bit","0",
"2464599","2.465 s","I2C","Address/data","NACK","NACK",
"2464603","2.465 s","I2C","Address/data","Stop condition","Stop",
"2480996","2.481 s","I2C","Address/data","Start condition","Start",
"2480998","2.481 s","I2C","Bits","Data/address bit","1",
"2480998","2.481 s","I2C","Address/data","Address write","Address write: 70",
"2481001","2.481 s","I2C","Bits","Data/address bit","1",
"2481004","2.481 s","I2C","Bits","Data/address bit","1",
"2481006","2.481 s","I2C","Bits","Data/address bit","0",
"2481009","2.481 s","I2C","Bits","Data/address bit","0",
"2481012","2.481 s","I2C","Bits","Data/address bit","0",
"2481014","2.481 s","I2C","Bits","Data/address bit","0",
"2481017","2.481 s","I2C","Bits","Data/address bit","0",
"2481017","2.481 s","I2C","Address/data","Address write","Write",
"2481020","2.481 s","I2C","Address/data","ACK","ACK",
"2481023","2.481 s","I2C","Address/data","Data write","Data write: 00",
"2481023","2.481 s","I2C","Bits","Data/address bit","0",
"2481025","2.481 s","I2C","Bits","Data/address bit","0",
"2481028","2.481 s","I2C","Bits","Data/address bit","0",
"2481031","2.481 s","I2C","Bits","Data/address bit","0",
"2481033","2.481 s","I2C","Bits","Data/address bit","0",
"2481036","2.481 s","I2C","Bits","Data/address bit","0",
"2481039","2.481 s","I2C","Bits","Data/address bit","0",
"2481041","2.481 s","I2C","Bits","Data/address bit","0",
"2481044","2.481 s","I2C","Address/data","ACK","ACK",
"2481047","2.481 s","I2C","Address/data","Data write","Data write: 01",
"2481047","2.481 s","I2C","Bits","Data/address bit","0",
"2481049","2.481 s","I2C","Bits","Data/address bit","0",
"2481052","2.481 s","I2C","Bits","Data/address bit","0",
"2481055","2.481 s","I2C","Bits","Data/address bit","0",
"2481057","2.481 s","I2C","Bits","Data/address bit","0",
"2481060","2.481 s","I2C","Bits","Data/address bit","0",
"2481063","2.481 s","I2C","Bits","Data/address bit","0",
"2481065","2.481 s","I2C","Bits","Data/address bit","1",
"2481068","2.481 s","I2C","Address/data","ACK","ACK",
"2481071","2.481 s","I2C","Address/data","Data write","Data write: 00",
"2481071","2.481 s","I2C","Bits","Data/address bit","0",
"2481074","2.481 s","I2C","Bits","Data/address bit","0",
"2481076","2.481 s","I2C","Bits","Data/address bit","0",
"2481079","2.481 s","I2C","Bits","Data/address bit","0",
"2481082","2.481 s","I2C","Bits","Data/address bit","0",
"2481084","2.481 s","I2C","Bits","Data/address bit","0",
"2481087","2.481 s","I2C","Bits","Data/address bit","0",
"2481090","2.481 s","I2C","Bits","Data/address bit","0",
"2481092","2.481 s","I2C","Address/data","ACK","ACK",
"2481095","2.481 s","I2C","Address/data","Data write","Data write: 40",
"2481095","2.481 s","I2C","Bits","Data/address bit","0",
"2481098","2.481 s","I2C","Bits","Data/address bit","1",
"2481100","2.481 s","I2C","Bits","Data/address bit","0",
"2481103","2.481 s","I2C","Bits","Data/address bit","0",
"2481106","2.481 s","I2C","Bits","Data/address bit","0",
"2481108","2.481 s","I2C","Bits","Data/address bit","0",
"2481111","2.481 s","I2C","Bits","Data/address bit","0",
"2481114","2.481 s","I2C","Bits","Data/address bit","0",
"2481116","2.481 s","I2C","Address/data","ACK","ACK",
"2481124","2.481 s","I2C","Address/data","Data write","Data write: 00",
"2481124","2.481 s","I2C","Bits","Data/address bit","0",
"2481127","2.481 s","I2C","Bits","Data/address bit","0",
"2481129","2.481 s","I2C","Bits","Data/address bit","0",
"2481132","2.481 s","I2C","Bits","Data/address bit","0",
"2481135","2.481 s","I2C","Bits","Data/address bit","0",
"2481137","2.481 s","I2C","Bits","Data/address bit","0",
"2481140","2.481 s","I2C","Bits","Data/address bit","0",
"2481143","2.481 s","I2C","Bits","Data/address bit","0",
"2481145","2.481 s","I2C","Address/data","ACK","ACK",
"2481148","2.481 s","I2C","Address/data","Data write","Data write: 00",
"2481148","2.481 s","I2C","Bits","Data/address bit","0",
"2481151","2.481 s","I2C","Bits","Data/address bit","0",
"2481153","2.481 s","I2C","Bits","Data/address bit","0",
"2481156","2.481 s","I2C","Bits","Data/address bit","0",
"2481159","2.481 s","I2C","Bits","Data/address bit","0",
"2481161","2.481 s","I2C","Bits","Data/address bit","0",
"2481164","2.481 s","I2C","Bits","Data/address bit","0",
"2481167","2.481 s","I2C","Bits","Data/address bit","0",
"2481170","2.481 s","I2C","Address/data","ACK","ACK",
"2481172","2.481 s","I2C","Address/data","Data write","Data write: 00",
"2481172","2.481 s","I2C","Bits","Data/address bit","0",
"2481175","2.481 s","I2C","Bits","Data/address bit","0",
"2481178","2.481 s","I2C","Bits","Data/address bit","0",
"2481180","2.481 s","I2C","Bits","Data/address bit","0",
"2481183","2.481 s","I2C","Bits","Data/address bit","0",
"2481186","2.481 s","I2C","Bits","Data/address bit","0",
"2481188","2.481 s","I2C","Bits","Data/address bit","0",
"2481191","2.481 s","I2C","Bits","Data/address bit","0",
"2481194","2.481 s","I2C","Address/data","ACK","ACK",
"2481196","2.481 s","I2C","Address/data","Data write","Data write: 00",
"2481196","2.481 s","I2C","Bits","Data/address bit","0",
"2481199","2.481 s","I2C","Bits","Data/address bit","0",
"2481202","2.481 s","I2C","Bits","Data/address bit","0",
"2481204","2.481 s","I2C","Bits","Data/address bit","0",
"2481207","2.481 s","I2C","Bits","Data/address bit","0",
"2481210","2.481 s","I2C","Bits","Data/address bit","0",
"2481213","2.481 s","I2C","Bits","Data/address bit","0",
"2481215","2.481 s","I2C","Bits","Data/address bit","0",
"2481218","2.481 s","I2C","Address/data","ACK","ACK",
"2481221","2.481 s","I2C","Address/data","Data write","Data write: 00",
"2481221","2.481 s","I2C","Bits","Data/address bit","0",
"2481223","2.481 s","I2C","Bits","Data/address bit","0",
"2481226","2.481 s","I2C","Bits","Data/address bit","0",
